TestId,Protocol,TestDate,Location,DeviceOperator,KitOperator,DeviceId,KitId,KitLot,Usage,Input,InputGroup,InputC,Result,AsExpected,Well1,Well2,Well3,Well4,Well5,ResultComment
2021-10-26_NABITA004.23_3,S2R,10/26/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20268,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,116.1,98.8,163.7,127.6,154,
2021-10-27_NABITA002.39_1,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20269,20202.0821,,Positive - GINW62.5,Positive,62.5,Positive,Yes,124.7,12.3,112.9,49.5,26,
2021-10-27_NABITA004.23_1,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20270,20202.0821,,Positive - GINW62.5,Positive,62.5,Positive,Yes,76.9,14.7,100.4,12.9,14.4,
2021-10-27_NABITA002.39_2,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20271,20202.0821,,Positive - GINW125,Positive,125,Positive,Yes,119.2,18.4,96.6,41.9,120,
2021-10-27_NABITA004.23_2,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20272,20202.0821,,Positive - GINW125,Positive,125,Positive,Yes,88.6,9.3,141.7,25.6,12.4,
2021-10-27_NABITA002.39_3,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20273,20202.0821,,Positive - GINW250,Positive,250,Positive,Yes,149.2,131.8,122.6,184.4,13.1,
2021-10-27_NABITA004.23_3,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20274,20202.0821,,Positive - GINW250,Positive,250,Positive,Yes,85.4,91.3,108.9,123.4,115.1,
2021-10-27_NABITA002.39_4,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20275,20202.0821,,Positive - GINW500,Positive,500,Positive,Yes,146.4,60.8,149.7,230.3,196.5,
2021-10-27_NABITA004.23_4,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20276,20202.0821,,Positive - GINW500,Positive,500,Positive,Yes,130.8,89.5,114.8,132.9,116.3,
2021-10-27_NABITA002.39_5,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20277,20202.0821,,Negative NasalW,Negative,0,Negative,Yes,130.4,13.8,33.1,30.3,23.8,
2021-10-27_NABITA004.23_5,S2R,10/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20278,20202.0821,,Negative NasalW,Negative,0,Negative,Yes,128.6,8.3,7.4,13.3,14,
2021-11-01_NABITA002.39_1,S2R,11/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20248,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,142.5,140.6,129.2,206.6,185,
2021-11-05_NABITA002.39_1,S2R,11/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20047,20202.1121,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,129.1,126.9,172.9,212.7,157.9,
2021-11-05_NABITA002.39_2,S2R,11/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20064,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,136.8,17.7,15,22.6,36.7,
2021-11-16_NABITA002.39_1,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20041,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,141.5,22,27.6,15.6,47.2,
2021-11-16_NABITA003.38_1,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20042,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,67.6,17.3,19.1,20.2,20.4,
2021-11-16_NABITA004.23_1,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20043,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,110.2,13.3,27.3,21.4,24.6,
2021-11-16_NABITA002.39_2,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20044,20202.1121,,Positive - GINW15.6,Positive,15.6,Negative,No,111.9,9.3,21.1,19,21.7,
2021-11-16_NABITA003.38_2,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20045,20202.1121,,Positive - GINW15.6,Positive,15.6,Positive,Yes,90.6,73.9,104.4,33.5,17.4,
2021-11-16_NABITA004.23_2,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20046,20202.1121,,Positive - GINW15.6,Positive,15.6,Negative,No,135.3,11.4,26.6,14.3,15.6,
2021-11-16_NABITA002.39_3,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20048,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,148.9,74.6,15.5,34.3,187.2,
2021-11-16_NABITA003.38_3,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20049,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,113.6,15.3,15.6,43.6,268.6,
2021-11-16_NABITA004.23_3,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20050,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,142.5,99,106.3,118,11,
2021-11-16_NABITA002.39_4,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20051,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,130.4,22,15,34.3,19,
2021-11-16_NABITA003.38_4,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20052,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,86.7,15.5,15.9,26,42.2,
2021-11-16_NABITA004.23_4,S2R,11/16/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20053,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,134.3,9.5,13.9,17,12.9,
2021-11-17_NABITA002.39_1,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20054,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,111.4,18.6,12,13.3,43.6,
2021-11-17_NABITA003.38_1,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20055,20202.1121,,Positive - GINW3.9,Positive,3.9,Positive,Yes,120.6,8.6,9.2,170.5,35.1,
2021-11-17_NABITA004.23_1,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20056,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,119.3,8,6.3,21.8,17.4,
2021-11-17_NABITA002.39_2,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20057,20202.1121,,Positive - GINW15.6,Positive,15.6,Negative,No,175,14.6,37.8,35.2,40,
2021-11-17_NABITA003.38_2,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20058,20202.1121,,Positive - GINW15.6,Positive,15.6,Negative,No,90.8,23.4,12.3,29.5,19.2,
2021-11-17_NABITA004.23_2,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20059,20202.1121,,Positive - GINW15.6,Positive,15.6,Positive,Yes,112.8,24.3,123,16.5,15.3,
2021-11-17_NABITA002.39_3,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20060,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,142,90,38.3,322.8,40.1,
2021-11-17_NABITA003.38_3,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20061,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,72.4,61.3,100.3,60.4,25.4,
2021-11-17_NABITA004.23_3,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20062,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,72.1,12.5,72,22.3,16.6,
2021-11-17_NABITA002.39_4,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20063,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,112.1,20.5,22.2,44,26.9,
2021-11-17_NABITA003.38_4,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20065,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,59.8,19.8,11.6,42.6,26.6,
2021-11-17_NABITA004.23_4,S2R,11/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20066,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,120.1,16,15.4,11.8,16.9,
2021-11-22_NABITA003.38_1,S2R,11/22/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20077,20202.1121,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,58.2,40.6,84,135,105.7,
2021-11-22_NABITA003.38_2,S2R,11/22/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20097,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,86.1,21.8,15.7,28,47.7,
2021-11-23_NABITA002.39_1,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20071,20202.1121,,Positive - GINW1.95,Positive,1.95,Negative,No,109.9,9.9,26.1,44.3,20.5,
2021-11-23_NABITA003.38_1,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20072,20202.1121,,Positive - GINW1.95,Positive,1.95,Invalid,Invalid,32.1,11,8.7,26.7,17.4,
2021-11-23_NABITA004.23_1,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20073,20202.1121,,Positive - GINW1.95,Positive,1.95,Negative,No,105.4,19.1,27.8,28.3,15.9,
2021-11-23_NABITA002.39_2,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20074,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,109.4,15.3,19.1,46.4,26.3,
2021-11-23_NABITA003.38_2,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20075,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,79.6,8.6,9.1,47.8,24,
2021-11-23_NABITA004.23_2,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20076,20202.1121,,Positive - GINW3.9,Positive,3.9,Negative,No,84.9,20.2,20.7,20.8,16.4,
2021-11-23_NABITA002.39_3,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20078,20202.1121,,Positive - GINW7.8,Positive,7.8,Positive,Yes,91.3,11.7,17.3,16.4,103.6,
2021-11-23_NABITA003.38_3,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20079,20202.1121,,Positive - GINW7.8,Positive,7.8,Negative,No,40.9,8.9,12.9,33.6,10.7,
2021-11-23_NABITA004.23_3,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20080,20202.1121,,Positive - GINW7.8,Positive,7.8,Negative,No,96,9.7,13,23.3,9.6,
2021-11-23_NABITA002.39_4,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20081,20202.1121,,Positive - GINW15.6,Positive,15.6,Negative,No,129.8,21.7,11.6,37.6,26.5,
2021-11-23_NABITA003.38_4,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20082,20202.1121,,Positive - GINW15.6,Positive,15.6,Negative,No,95.4,10.1,23,35.3,24.6,
2021-11-23_NABITA004.23_4,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20083,20202.1121,,Positive - GINW15.6,Positive,15.6,Positive,Yes,71.5,13.5,111.7,18.5,17.8,
2021-11-23_NABITA002.39_5,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20084,20202.1121,,Positive - GINW31.3,Positive,31.3,Negative,No,132.7,19.5,12.3,19,10.9,
2021-11-23_NABITA003.38_5,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20085,20202.1121,,Positive - GINW31.3,Positive,31.3,Positive,Yes,66.6,13.8,103.3,45.4,23.7,
2021-11-23_NABITA004.23_5,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20086,20202.1121,,Positive - GINW31.3,Positive,31.3,Positive,Yes,93.8,12.8,54.5,15.3,17.3,
2021-11-23_NABITA002.39_6,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20087,20202.1121,,Positive - GINW46.9,Positive,46.9,Negative,No,98.2,12,29.3,26.6,10,
2021-11-23_NABITA003.38_6,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20088,20202.1121,,Positive - GINW46.9,Positive,46.9,Positive,Yes,97.2,83.5,22.5,37.2,25.1,
2021-11-23_NABITA004.23_6,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20089,20202.1121,,Positive - GINW46.9,Positive,46.9,Positive,Yes,83.6,10.5,85.1,17.6,13.7,
2021-11-23_NABITA002.39_7,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20090,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,125.1,113.1,12.7,14.3,12.9,
2021-11-23_NABITA003.38_7,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20091,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,73.4,70,94.2,17.9,191.8,
2021-11-23_NABITA004.23_7,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20092,20202.1121,,Positive - GINW62.5,Positive,62.5,Positive,Yes,101.8,11.6,79.9,15.1,115.4,
2021-11-23_NABITA002.39_8,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20093,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,150.7,19,12.4,11,23.7,
2021-11-23_NABITA003.38_8,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20094,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,102.9,10.3,13.5,25.8,25.9,
2021-11-23_NABITA004.23_8,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20095,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,97.9,18.6,17.2,41.5,29.2,
2021-11-23_NABITA003.38_9,S2R,11/23/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20096,20202.1121,,Positive - GINW1.95,Positive,1.95,Negative,No,113.8,19,24.7,18.9,31.2,
2021-11-29_NABITA004.23_1,S2R,11/29/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20107,20202.1121,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,83.4,72.6,85.4,112.4,118.3,
2021-11-29_NABITA004.23_2,S2R,11/29/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20124,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,97.4,8.1,10.9,16.1,18,
2021-12-01_NABITA002.39_1,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20101,20202.1121,,Positive - GINW1.49,Positive,1.49,Negative,No,111.3,20.4,11.1,33.7,18.4,
2021-12-01_NABITA003.38_1,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20102,20202.1121,,Positive - GINW1.49,Positive,1.49,Negative,No,77.1,12.1,12.3,18.1,16.2,
2021-12-01_NABITA004.23_1,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20103,20202.1121,,Positive - GINW1.49,Positive,1.49,Negative,No,71.7,16.6,11.5,18.2,15.1,
2021-12-01_NABITA002.39_2,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20104,20202.1121,,Positive - GINW2.99,Positive,2.99,Negative,No,98.2,10.8,17.5,42.4,23.4,
2021-12-01_NABITA003.38_2,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20105,20202.1121,,Positive - GINW2.99,Positive,2.99,Positive,Yes,90.3,18.2,12.3,44.4,203.1,
2021-12-01_NABITA004.23_2,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20106,20202.1121,,Positive - GINW2.99,Positive,2.99,Negative,No,82.9,6.5,9.7,21.2,33.8,
2021-12-01_NABITA002.39_3,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20108,20202.1121,,Positive - GINW5.98,Positive,5.98,Positive,Yes,110.3,76.9,11.2,23.1,24.4,
2021-12-01_NABITA003.38_3,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20109,20202.1121,,Positive - GINW5.98,Positive,5.98,Negative,No,82.8,15.6,12.6,14.5,20.3,
2021-12-01_NABITA004.23_3,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20110,20202.1121,,Positive - GINW5.98,Positive,5.98,Negative,No,116.3,10.2,18.6,24.3,22.7,
2021-12-01_NABITA002.39_4,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20111,20202.1121,,Positive - GINW11.95,Positive,11.95,Positive,Yes,135.9,98.4,11.1,32.7,18.8,
2021-12-01_NABITA003.38_4,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20112,20202.1121,,Positive - GINW11.95,Positive,11.95,Negative,No,56.5,7.1,18.5,21,24.4,
2021-12-01_NABITA004.23_4,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20113,20202.1121,,Positive - GINW11.95,Positive,11.95,Negative,No,127.9,25.1,21.2,23.5,18.4,
2021-12-01_NABITA002.39_5,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20114,20202.1121,,Positive - GINW23.9,Positive,23.9,Positive,Yes,101.3,57.2,27.9,104.7,12.4,
2021-12-01_NABITA003.38_5,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20115,20202.1121,,Positive - GINW23.9,Positive,23.9,Positive,Yes,86.3,16.4,80.7,31.6,25.9,
2021-12-01_NABITA004.23_5,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20116,20202.1121,,Positive - GINW23.9,Positive,23.9,Positive,Yes,76.8,74.3,109.7,15.3,24.1,
2021-12-01_NABITA002.39_6,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20117,20202.1121,,Positive - GINW47.8,Positive,47.8,Negative,No,109.1,12,29.6,18.1,22.9,
2021-12-01_NABITA003.38_6,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20118,20202.1121,,Positive - GINW47.8,Positive,47.8,Positive,Yes,62.4,69.4,106.4,36.2,219,
2021-12-01_NABITA004.23_6,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20119,20202.1121,,Positive - GINW47.8,Positive,47.8,Positive,Yes,69.2,48.4,122,25.7,25,
2021-12-01_NABITA002.39_7,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20120,20202.1121,,Positive - GINW95.6,Positive,95.6,Positive,Yes,115,95.4,32.9,27.2,16.2,
2021-12-01_NABITA003.38_7,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20121,20202.1121,,Positive - GINW95.6,Positive,95.6,Positive,Yes,95.4,68.9,83.6,212.3,239.4,
2021-12-01_NABITA004.23_7,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20122,20202.1121,,Positive - GINW95.6,Positive,95.6,Positive,Yes,57.3,48.7,50.8,88.3,85.1,
2021-12-01_NABITA002.39_8,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20127,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,121.5,18.4,11.5,22.4,15.2,
2021-12-01_NABITA003.38_8,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,INSC20125,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,97,8.9,18.8,23.2,21.8,
2021-12-01_NABITA004.23_8,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20126,20202.1121,,Negative NasalW,Negative,0,Negative,Yes,78.7,16.3,12.6,18.4,20.4,
2021-12-01_NABITA002.39_9,S2R,12/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20128,20202.1121,,Positive - GINW47.8,Positive,47.8,Negative,Yes,127.3,14.7,11.9,15.2,15.4,Repeat of test 16 to see if consistent positive results across all 3 devices
2021-12-07_NABITA002.39_1,S2R,12/7/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20284,20202.1221,,Negative NasalW,Negative,0,Positive,No,67.3,18.8,8.1,67.1,8.4,False positive. PD4 curve not consistent with amplification
2021-12-07_NABITA002.39_2,S2R,12/7/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20293,20202.1221,,Negative NasalW,Negative,0,Negative,Yes,48.9,2.7,4.4,9.5,1.2,
2021-12-07_NABITA002.39_3,S2R,12/7/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20281,20202.1221,,Negative NasalW,Negative,0,Negative,Yes,63.9,7.8,8.6,6.1,4.7,
2021-12-07_NABITA004.25_1,S2R,12/7/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.25,INSC20067,20202.1121,,Positive - GINW7.65K,Positive,"7,650",Invalid,NA,100,100,130,110,185,Software error with no voltage difference measurement for all wells; MVS results are based on visual estimations
2021-12-07_NABITA004.25_2,S2R,12/7/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.25,INSC20068,20202.1121,,Positive - aRNA24K,Gene N,"24,000",Invalid,NA,200,85,50,10,5,Software error with no voltage difference measurement for all wells; MVS results are based on visual estimations
2021-12-08_NABITA004.25_1,S2R,12/8/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.25,INSC20069,20202.1121,,Positive - GINW7.65K,Positive,"7,650",Invalid,NA,150,100,100,140,110,Software error with no voltage difference measurement for all wells; MVS results are based on visual estimations
2021-12-08_NABITA004.25_2,S2R,12/8/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.25,INSC20129,20202.1121,,Positive - GINW7.65K,Positive,"7,650",Positive,NA,103.5,UNK,UNK,UNK,UNK,"No voltage reading for assay wells; Unable to do visual estimations for mvs of assay wells, since curve cut off from early-call "
2021-12-08_NABITA004.25_3,S2R,12/8/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.25,INSC20070,20202.1121,,Negative NasalW,Negative,0,Invalid,NA,UNK,UNK,UNK,UNK,UNK,"Software error with no voltage difference measurement for all wells; Unable to do visual estimations for mvs of assay wells, since curve cut off from early-call "
2021-12-09_NABITA004.25_1,S2R,12/9/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.25,INSC20098,20202.1121,Device release,Negative NasalW,Negative,0,Invalid,NA,,,,,,Unsure if data run due to software update not fixing the issue
2021-12-09_NABITA002.40_1,S2R,12/9/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20099,20202.1121,Device release,Positive - GIN7.65K,Positive,"7,650",Positive,Yes,123.8,77.4,114.1,247.1,111.2,
2021-12-09_NABITA002.40_2,S2R,12/9/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20100,20202.1121,Device release,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,128.6,73.8,12.6,18.2,14.4,
2021-12-09_NABITA002.40_3,S2R,12/9/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,INSC20130,20202.1121,Device release,Negative NasalW,Negative,0,Negative,Yes,137.5,19.5,12.6,29.2,27.9,
2021-12-10_NABITA002.40_1,S2R,12/10/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,NBSC20282,20202.1221,,Positive - CXDEV,Positive,"100,000",Positive,Yes,74.7,47.1,83.2,12,94.6,
2021-12-10_NABITA002.40_2,S2R,12/10/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.40,NBSC20283,20202.1221,,Positive - CXDEV,Positive,"100,000",Positive,Yes,74,42,136.2,177.4,83.6,
2021-12-13_NABITA003.39_1,S2R,12/13/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.39,NBSC20291,20202.1221,Device release,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,63.1,93.7,73.2,323.3,190.1,
2021-12-13_NABITA003.39_2,S2R,12/13/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.39,NBSC20292,20202.1221,Device release,Negative NasalW,Negative,0,Invalid,Invalid,30.7,5.4,6,7.6,14.7,
2021-12-13_NABITA003.39_3,S2R,12/13/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.39,NBSC20294,20202.1221,Device release,Positive - aRNA24K,Gene N,"24,000",Invalid,Invalid,37.5,54.6,43.9,11.1,11.3,
2021-12-13_NABITA004.26_1,S2R,12/13/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,NBSC20298,20202.1221,Internal testing for NABITA004.26,Positive - GINW7.65K,Positive,"7,650",Negative,No,44.7,0,0,0,0,
2021-12-21_NABITA003.39_1,S2R,12/21/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.39,INSC20153,20202.1221,Failure test,Negative,Negative,0,Positive,NA,91.4,16.6,16.3,91.4,99,False positive; intentional disturbance test
2021-12-21_NABITA003.39_2,S2R,12/21/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.39,INSC20154,20202.1221,Failure test,Negative,Negative,0,Negative,Yes,120,8.2,19,56.8,45.2,
2022-01-10_NABITA004.26_1,S2R,1/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20134,20202.1221,Sub-assembly release,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,65.9,81.8,73.9,52.6,64.6,
2022-01-10_NABITA004.26_2,S2R,1/10/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20151,20202.1221,Sub-assembly release,Negative NasalW,Negative,0,Negative,Yes,48.1,10.5,9.6,14.5,5.9,
2022-01-11_NABITA004.26_1,S2R,1/11/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20131,20202.1221,Cartidge underfilling test,Positive - GINW7.65K,Positive,"7,650",Positive,NA,72.4,130.3,97.6,13.8,118.9,"100 uL transfer volume with well 4 completely unfilled, all other wells filled"
2022-01-11_NABITA004.26_2,S2R,1/11/2022,CXL,Jackie Mercader,Jackie Mercader,NABITA004.26,INSC20132,20202.1221,Cartidge underfilling test,Positive - GINW7.65K,Positive,"7,650",Positive,NA,130.9,8.2,137.5,133.3,145.1,"~110 uL transfer volume with well 2 partially unfilled, all other wells filled"
